triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
271,ENSG00000118785-ENSMUSG00000029304-ENSCAFG00000009569,12,0,0,0,0,2,2,40
272,ENSG00000092531-ENSMUSG00000027287-ENSCAFG00000011105,16,0,0,0,0,0,0,48
273,ENSG00000115525-ENSMUSG00000056091-ENSCAFG00000007653,13,0,2,0,2,2,0,47
274,ENSG00000204979-ENSMUSG00000057240-ENSCAFG00000028588,0,12,0,0,10,2,0,36
275,ENSG00000122481-ENSMUSG00000028133-ENSCAFG00000028915,0,0,0,8,1,4,6,27
276,ENSG00000172005-ENSMUSG00000027375-ENSCAFG00000007047,8,0,0,0,0,0,0,24
277,ENSG00000168748-ENSMUSG00000031883-ENSCAFG00000020399,14,0,0,1,0,0,0,44
278,ENSG00000172733-ENSMUSG00000049184-ENSCAFG00000006442,4,0,0,1,0,0,1,15
279,ENSG00000130226-ENSMUSG00000061576-ENSCAFG00000005036,52,0,0,4,2,2,0,168
280,ENSG00000177200-ENSMUSG00000056608-ENSCAFG00000009699,77,0,1,0,0,0,0,233
281,ENSG00000136709-ENSMUSG00000024400-ENSCAFG00000004326,42,0,1,0,2,3,0,133
282,ENSG00000073060-ENSMUSG00000037936-ENSCAFG00000006968,22,0,0,5,0,0,0,76
283,ENSG00000099957-ENSMUSG00000022758-ENSCAFG00000015060,0,0,22,0,3,24,2,73
284,ENSG00000112282-ENSMUSG00000019984-ENSCAFG00000000380,57,3,0,0,8,0,0,185
285,ENSG00000147509-ENSMUSG00000002459-ENSCAFG00000006955,15,0,0,0,1,0,1,47
286,ENSG00000133619-ENSMUSG00000042810-ENSCAFG00000004450,0,0,0,0,36,38,36,110
287,ENSG00000082482-ENSMUSG00000037624-ENSCAFG00000012614,16,0,0,2,0,2,0,54
288,ENSG00000125355-ENSMUSG00000036502-ENSCAFG00000018461,20,0,0,0,0,2,5,67
289,ENSG00000163406-ENSMUSG00000022899-ENSCAFG00000011672,44,1,0,0,0,1,0,135
290,ENSG00000147081-ENSMUSG00000050089-ENSCAFG00000015984,10,0,0,3,0,0,0,36
291,ENSG00000205937-ENSMUSG00000034681-ENSCAFG00000019397,14,0,0,2,1,0,0,47
292,ENSG00000099783-ENSMUSG00000059208-ENSCAFG00000018524,34,0,0,0,0,0,2,104
293,ENSG00000172262-ENSMUSG00000094870-ENSCAFG00000018578,14,0,0,0,0,0,3,45
294,ENSG00000154133-ENSMUSG00000032125-ENSCAFG00000011022,0,35,0,0,37,2,1,110
295,ENSG00000090615-ENSMUSG00000029502-ENSCAFG00000006084,0,0,0,0,47,47,46,140
296,ENSG00000106799-ENSMUSG00000007613-ENSCAFG00000002528,16,0,0,4,0,2,0,58
297,ENSG00000121897-ENSMUSG00000029199-ENSCAFG00000015991,20,4,0,0,3,0,0,71
298,ENSG00000134278-ENSMUSG00000024533-ENSCAFG00000018846,0,0,0,0,35,32,34,101
299,ENSG00000145198-ENSMUSG00000046613-ENSCAFG00000012429,32,0,0,8,0,1,11,124
300,ENSG00000113163-ENSMUSG00000021669-ENSCAFG00000009478,34,0,0,0,3,0,3,108
301,ENSG00000065427-ENSMUSG00000031948-ENSCAFG00000020069,28,0,0,2,0,0,0,88
302,ENSG00000157782-ENSMUSG00000029544-ENSCAFG00000010401,14,0,0,2,0,0,4,50
303,ENSG00000085365-ENSMUSG00000021687-ENSCAFG00000032395,19,0,0,0,0,0,0,57
304,ENSG00000110931-ENSMUSG00000029471-ENSCAFG00000008330,32,0,0,1,4,0,1,103
305,ENSG00000169550-ENSMUSG00000050808-ENSCAFG00000010162,8,0,0,0,3,0,3,30
306,ENSG00000196405-ENSMUSG00000021262-ENSCAFG00000017889,29,0,0,4,0,0,0,95
307,ENSG00000032444-ENSMUSG00000004565-ENSCAFG00000018262,0,0,0,67,2,4,66,206
308,ENSG00000184719-ENSMUSG00000071573-ENSCAFG00000030804,8,0,0,5,5,0,7,46
309,ENSG00000010704-ENSMUSG00000006611-ENSCAFG00000010925,0,12,0,0,16,0,1,41
310,ENSG00000185739-ENSMUSG00000022519-ENSCAFG00000019233,14,0,0,0,0,2,0,44
311,ENSG00000178982-ENSMUSG00000053565-ENSCAFG00000005866,17,0,0,0,0,2,0,53
312,ENSG00000169398-ENSMUSG00000022607-ENSCAFG00000001217,60,0,0,0,3,1,0,184
313,ENSG00000064490-ENSMUSG00000036120-ENSCAFG00000014341,16,0,1,0,0,1,0,51
314,ENSG00000185043-ENSMUSG00000030538-ENSCAFG00000012099,15,0,0,0,1,0,0,46
315,ENSG00000127527-ENSMUSG00000006276-ENSCAFG00000015735,53,0,0,1,0,0,1,162
316,ENSG00000165443-ENSMUSG00000037747-ENSCAFG00000012396,9,0,0,2,2,0,1,34
317,ENSG00000137501-ENSMUSG00000030616-ENSCAFG00000004500,41,0,0,0,2,0,2,127
318,ENSG00000134046-ENSMUSG00000024513-ENSCAFG00000032711,10,0,0,3,2,2,0,40
319,ENSG00000124357-ENSMUSG00000034744-ENSCAFG00000030475,0,0,0,20,1,3,8,52
320,ENSG00000106086-ENSMUSG00000005225-ENSCAFG00000003056,29,0,0,0,4,0,4,95
321,ENSG00000054796-ENSMUSG00000005883-ENSCAFG00000012031,25,0,0,1,0,1,2,80
322,ENSG00000165379-ENSMUSG00000035653-ENSCAFG00000013943,9,0,0,0,0,1,0,28
323,ENSG00000102984-ENSMUSG00000031728-ENSCAFG00000020210,14,0,0,0,0,0,1,43
324,ENSG00000067369-ENSMUSG00000043909-ENSCAFG00000012508,0,0,0,0,58,56,56,170
325,ENSG00000153563-ENSMUSG00000053977-ENSCAFG00000007464,0,0,12,0,0,11,0,35
326,ENSG00000162739-ENSMUSG00000015314-ENSCAFG00000023704,0,0,0,0,17,18,16,51
327,ENSG00000109452-ENSMUSG00000037940-ENSCAFG00000003624,0,0,0,48,0,0,46,142
328,ENSG00000143337-ENSMUSG00000026466-ENSCAFG00000012665,0,0,0,0,21,21,24,66
329,ENSG00000148814-ENSMUSG00000015980-ENSCAFG00000011123,0,0,0,0,25,23,20,68
330,ENSG00000151914-ENSMUSG00000026131-ENSCAFG00000002413,210,0,0,0,4,9,1,644
331,ENSG00000103313-ENSMUSG00000022534-ENSCAFG00000024473,0,0,0,0,22,22,20,64
332,ENSG00000124615-ENSMUSG00000064120-ENSCAFG00000001568,23,0,0,0,1,0,0,70
333,ENSG00000172046-ENSMUSG00000006676-ENSCAFG00000011567,0,0,0,0,56,56,54,166
334,ENSG00000204120-ENSMUSG00000048000-ENSCAFG00000011484,55,0,3,0,0,0,1,172
335,ENSG00000065054-ENSMUSG00000002504-ENSCAFG00000019449,15,0,0,2,0,0,0,49
336,ENSG00000160563-ENSMUSG00000026799-ENSCAFG00000019900,17,0,2,0,0,2,0,57
337,ENSG00000110066-ENSMUSG00000045098-ENSCAFG00000010920,22,0,0,0,0,0,3,69
338,ENSG00000123146-ENSMUSG00000002885-ENSCAFG00000016385,0,0,0,0,40,41,40,121
339,ENSG00000061273-ENSMUSG00000022475-ENSCAFG00000009152,48,0,0,4,2,1,0,155
340,ENSG00000111679-ENSMUSG00000004266-ENSCAFG00000014463,30,0,0,2,2,0,0,96
341,ENSG00000171840-ENSMUSG00000041377-ENSCAFG00000015790,4,0,0,0,5,7,3,27
342,ENSG00000092445-ENSMUSG00000027298-ENSCAFG00000009632,36,0,0,3,0,2,3,119
343,ENSG00000170234-ENSMUSG00000044950-ENSCAFG00000017277,6,0,0,4,0,0,0,26
344,ENSG00000177463-ENSMUSG00000005893-ENSCAFG00000004535,29,0,0,0,2,0,0,89
345,ENSG00000133318-ENSMUSG00000024758-ENSCAFG00000015064,19,2,1,0,1,0,3,67
346,ENSG00000103249-ENSMUSG00000036636-ENSCAFG00000019565,48,0,0,3,0,2,0,152
347,ENSG00000100678-ENSMUSG00000079055-ENSCAFG00000023919,18,0,0,0,1,0,0,55
348,ENSG00000163531-ENSMUSG00000026442-ENSCAFG00000009901,62,5,1,0,0,0,0,198
349,ENSG00000197818-ENSMUSG00000039463-ENSCAFG00000011460,0,0,32,0,1,33,0,98
350,ENSG00000143190-ENSMUSG00000026565-ENSCAFG00000015512,34,0,0,0,0,2,1,105
351,ENSG00000081377-ENSMUSG00000033102-ENSCAFG00000001201,26,0,0,6,0,0,2,92
352,ENSG00000174672-ENSMUSG00000053046-ENSCAFG00000009989,38,0,0,10,2,0,0,136
353,ENSG00000165588-ENSMUSG00000021848-ENSCAFG00000015216,5,0,0,2,0,0,1,20
354,ENSG00000144935-ENSMUSG00000032839-ENSCAFG00000007935,25,0,1,0,0,1,0,78
355,ENSG00000022567-ENSMUSG00000079020-ENSCAFG00000001232,14,0,0,1,7,0,1,52
356,ENSG00000242715-ENSMUSG00000048655-ENSCAFG00000018714,0,0,0,17,3,1,2,40
357,ENSG00000185760-ENSMUSG00000028033-ENSCAFG00000002645,24,0,0,7,0,0,0,86
358,ENSG00000116871-ENSMUSG00000028849-ENSCAFG00000023898,36,1,1,0,0,0,0,112
359,ENSG00000101096-ENSMUSG00000027544-ENSCAFG00000011625,17,0,0,8,0,2,1,70
360,ENSG00000122390-ENSMUSG00000005982-ENSCAFG00000019277,11,0,1,0,7,0,0,42
361,ENSG00000136699-ENSMUSG00000005899-ENSCAFG00000014966,38,0,3,0,0,3,0,123
362,ENSG00000106012-ENSMUSG00000036555-ENSCAFG00000016379,0,0,0,0,46,48,44,138
363,ENSG00000180488-ENSMUSG00000054942-ENSCAFG00000020368,30,0,2,0,2,0,1,97
364,ENSG00000135049-ENSMUSG00000021557-ENSCAFG00000001358,52,0,1,0,2,2,0,162
365,ENSG00000141376-ENSMUSG00000059439-ENSCAFG00000017748,0,0,0,53,0,0,52,158
366,ENSG00000174500-ENSMUSG00000022659-ENSCAFG00000030826,0,0,11,0,2,12,1,37
367,ENSG00000135679-ENSMUSG00000020184-ENSCAFG00000000418,10,0,0,0,13,11,15,69
368,ENSG00000077463-ENSMUSG00000034748-ENSCAFG00000019123,17,0,0,0,2,1,0,54
369,ENSG00000179889-ENSMUSG00000022680-ENSCAFG00000018760,48,0,0,0,3,4,0,151
370,ENSG00000089094-ENSMUSG00000029475-ENSCAFG00000008259,47,0,0,2,5,0,0,150
371,ENSG00000070190-ENSMUSG00000028159-ENSCAFG00000010571,18,0,0,0,2,0,0,56
372,ENSG00000105879-ENSMUSG00000020659-ENSCAFG00000031990,14,0,0,0,0,0,0,42
373,ENSG00000164985-ENSMUSG00000028484-ENSCAFG00000001551,22,0,0,12,0,0,0,90
374,ENSG00000136689-ENSMUSG00000026981-ENSCAFG00000007277,7,0,0,4,3,2,1,35
375,ENSG00000167258-ENSMUSG00000003119-ENSCAFG00000016411,30,0,0,0,0,0,5,95
376,ENSG00000118473-ENSMUSG00000028524-ENSCAFG00000018570,53,0,0,0,0,0,0,159
377,ENSG00000117245-ENSMUSG00000028758-ENSCAFG00000015035,0,0,28,0,4,31,5,96
378,ENSG00000061938-ENSMUSG00000022791-ENSCAFG00000012918,26,0,0,10,2,0,0,100
379,ENSG00000154310-ENSMUSG00000027692-ENSCAFG00000015157,60,0,0,7,0,0,0,194
380,ENSG00000115504-ENSMUSG00000042302-ENSCAFG00000003106,50,0,0,0,0,0,1,151
381,ENSG00000188732-ENSMUSG00000047115-ENSCAFG00000002784,14,1,0,0,0,2,0,46
382,ENSG00000018189-ENSMUSG00000029291-ENSCAFG00000002918,40,0,1,3,0,0,0,128
383,ENSG00000155755-ENSMUSG00000038079-ENSCAFG00000012317,0,0,0,0,28,28,28,84
384,ENSG00000164951-ENSMUSG00000049225-ENSCAFG00000009131,3,0,2,0,0,4,0,17
385,ENSG00000116793-ENSMUSG00000058388-ENSCAFG00000009197,0,0,0,36,1,0,24,97
386,ENSG00000106991-ENSMUSG00000026814-ENSCAFG00000020106,0,0,0,0,32,32,33,97
387,ENSG00000203880-ENSMUSG00000027589-ENSCAFG00000013261,11,0,0,0,0,2,3,38
388,ENSG00000136754-ENSMUSG00000058835-ENSCAFG00000004365,23,0,2,0,2,0,1,76
389,ENSG00000122417-ENSMUSG00000028256-ENSCAFG00000020256,0,0,32,0,6,32,0,102
390,ENSG00000072849-ENSMUSG00000018442-ENSCAFG00000032265,16,0,0,0,0,0,0,48
391,ENSG00000066827-ENSMUSG00000022335-ENSCAFG00000001159,33,0,0,2,0,0,0,103
392,ENSG00000072134-ENSMUSG00000001036-ENSCAFG00000018209,0,0,19,0,0,20,0,58
393,ENSG00000215193-ENSMUSG00000067825-ENSCAFG00000016229,0,0,0,11,0,1,13,36
394,ENSG00000141968-ENSMUSG00000034116-ENSCAFG00000018590,54,0,0,0,0,2,0,164
395,ENSG00000036672-ENSMUSG00000032010-ENSCAFG00000012042,24,0,0,4,0,0,0,80
396,ENSG00000197555-ENSMUSG00000042700-ENSCAFG00000016732,41,0,2,0,0,0,0,127
397,ENSG00000102125-ENSMUSG00000009995-ENSCAFG00000019568,20,0,0,0,2,2,4,68
398,ENSG00000187824-ENSMUSG00000050270-ENSCAFG00000017596,0,0,0,12,0,2,10,36
399,ENSG00000072062-ENSMUSG00000005469-ENSCAFG00000016488,16,0,0,7,0,0,0,62
400,ENSG00000127616-ENSMUSG00000032187-ENSCAFG00000017584,70,0,0,0,0,0,0,210
401,ENSG00000134533-ENSMUSG00000030222-ENSCAFG00000012854,8,0,0,0,0,0,0,24
402,ENSG00000163599-ENSMUSG00000026011-ENSCAFG00000012876,8,0,0,1,0,0,0,26
403,ENSG00000133687-ENSMUSG00000030306-ENSCAFG00000010821,41,0,0,0,0,0,0,123
404,ENSG00000115540-ENSMUSG00000025979-ENSCAFG00000010899,17,0,0,0,0,0,0,51
405,ENSG00000047249-ENSMUSG00000033793-ENSCAFG00000006947,26,0,0,0,0,0,0,78
406,ENSG00000072756-ENSMUSG00000013736-ENSCAFG00000005985,13,0,0,2,0,2,1,46
407,ENSG00000088387-ENSMUSG00000025558-ENSCAFG00000005730,118,0,0,0,1,5,0,360
408,ENSG00000144331-ENSMUSG00000027016-ENSCAFG00000014146,19,0,0,0,0,0,5,62
409,ENSG00000171992-ENSMUSG00000043079-ENSCAFG00000018091,5,0,0,3,0,0,0,21
410,ENSG00000186231-ENSMUSG00000040387-ENSCAFG00000003452,21,0,0,0,0,0,0,63
411,ENSG00000115919-ENSMUSG00000026866-ENSCAFG00000005466,25,0,1,0,2,4,0,83
412,ENSG00000049759-ENSMUSG00000024589-ENSCAFG00000000116,50,0,0,13,2,0,0,178
413,ENSG00000116678-ENSMUSG00000057722-ENSCAFG00000018600,38,0,0,0,4,1,10,129
414,ENSG00000147548-ENSMUSG00000054823-ENSCAFG00000006057,50,0,2,0,0,0,0,154
415,ENSG00000131059-ENSMUSG00000027482-ENSCAFG00000024734,14,0,0,1,2,1,0,47
416,ENSG00000109572-ENSMUSG00000004319-ENSCAFG00000007669,30,0,0,0,0,0,0,90
417,ENSG00000174775-ENSMUSG00000025499-ENSCAFG00000031029,8,0,2,0,0,3,1,32
418,ENSG00000271447-ENSMUSG00000020682-ENSCAFG00000018182,18,0,0,0,3,0,0,57
419,ENSG00000078018-ENSMUSG00000015222-ENSCAFG00000013740,26,0,3,0,0,0,1,85
420,ENSG00000125944-ENSMUSG00000066037-ENSCAFG00000013308,22,0,0,0,0,0,0,66
421,ENSG00000100991-ENSMUSG00000038324-ENSCAFG00000007912,39,0,0,0,0,0,0,117
422,ENSG00000083799-ENSMUSG00000036712-ENSCAFG00000009802,34,0,0,0,0,0,0,102
423,ENSG00000104936-ENSMUSG00000030409-ENSCAFG00000004392,32,0,0,2,1,2,0,103
424,ENSG00000143486-ENSMUSG00000026427-ENSCAFG00000010261,30,0,0,0,0,2,3,95
425,ENSG00000161203-ENSMUSG00000022841-ENSCAFG00000012257,22,0,0,0,4,0,0,70
426,ENSG00000117625-ENSMUSG00000037395-ENSCAFG00000012107,28,0,1,0,0,0,0,86
427,ENSG00000165983-ENSMUSG00000026730-ENSCAFG00000004594,8,0,0,0,1,2,0,27
428,ENSG00000172159-ENSMUSG00000049122-ENSCAFG00000001446,29,0,0,2,6,0,1,98
429,ENSG00000115520-ENSMUSG00000025981-ENSCAFG00000010890,9,0,1,0,2,1,3,35
430,ENSG00000184743-ENSMUSG00000024759-ENSCAFG00000015073,24,0,0,3,0,2,0,80
431,ENSG00000116299-ENSMUSG00000040412-ENSCAFG00000019851,46,0,3,0,0,0,1,145
432,ENSG00000152670-ENSMUSG00000021758-ENSCAFG00000006875,42,1,0,0,2,0,0,130
433,ENSG00000184277-ENSMUSG00000078681-ENSCAFG00000010503,12,0,0,0,2,2,1,41
434,ENSG00000204463-ENSMUSG00000024392-ENSCAFG00000000575,51,0,0,0,3,0,3,159
435,ENSG00000066468-ENSMUSG00000030849-ENSCAFG00000012374,37,1,0,0,8,0,0,121
436,ENSG00000185264-ENSMUSG00000062154-ENSCAFG00000001517,8,0,2,1,0,2,1,33
437,ENSG00000117533-ENSMUSG00000026696-ENSCAFG00000014905,14,0,1,0,0,2,0,46
438,ENSG00000160679-ENSMUSG00000001017-ENSCAFG00000017537,13,0,0,0,0,0,0,39
439,ENSG00000105974-ENSMUSG00000007655-ENSCAFG00000003404,7,0,0,0,0,0,0,21
440,ENSG00000038427-ENSMUSG00000021614-ENSCAFG00000008582,28,0,0,0,0,1,0,85
441,ENSG00000099899-ENSMUSG00000022721-ENSCAFG00000014190,0,0,23,0,4,26,1,77
442,ENSG00000269335-ENSMUSG00000004221-ENSCAFG00000019605,19,0,1,0,3,5,0,67
443,ENSG00000107554-ENSMUSG00000025195-ENSCAFG00000009561,35,0,0,0,2,1,0,108
444,ENSG00000182504-ENSMUSG00000022604-ENSCAFG00000009608,21,0,2,0,0,6,0,73
445,ENSG00000004487-ENSMUSG00000036940-ENSCAFG00000013361,42,0,0,0,0,0,0,126
446,ENSG00000112339-ENSMUSG00000019977-ENSCAFG00000000226,38,0,0,1,0,0,0,116
447,ENSG00000158169-ENSMUSG00000021461-ENSCAFG00000001286,0,0,0,28,2,3,30,91
448,ENSG00000055118-ENSMUSG00000038319-ENSCAFG00000025442,22,0,0,10,0,0,16,102
449,ENSG00000172995-ENSMUSG00000032503-ENSCAFG00000004753,40,0,0,0,0,5,0,125
450,ENSG00000038274-ENSMUSG00000042032-ENSCAFG00000017181,14,0,0,2,0,0,0,46
451,ENSG00000120868-ENSMUSG00000019979-ENSCAFG00000006556,53,0,1,0,0,0,9,170
452,ENSG00000136110-ENSMUSG00000022025-ENSCAFG00000004829,10,0,0,7,0,0,0,44
453,ENSG00000088766-ENSMUSG00000027357-ENSCAFG00000005934,13,2,0,0,3,0,0,46
454,ENSG00000166405-ENSMUSG00000048330-ENSCAFG00000006903,11,0,0,2,0,0,1,38
455,ENSG00000248905-ENSMUSG00000044042-ENSCAFG00000008199,36,0,0,2,2,2,0,116
456,ENSG00000138030-ENSMUSG00000029162-ENSCAFG00000004673,0,0,0,18,0,0,22,58
457,ENSG00000107864-ENSMUSG00000039652-ENSCAFG00000007423,22,0,0,0,0,0,0,66
458,ENSG00000102024-ENSMUSG00000016382-ENSCAFG00000018250,32,0,0,0,2,0,0,98
459,ENSG00000143355-ENSMUSG00000019230-ENSCAFG00000011339,12,0,0,3,0,0,0,42
460,ENSG00000174516-ENSMUSG00000024901-ENSCAFG00000012682,14,0,2,0,0,0,7,53
461,ENSG00000173889-ENSMUSG00000037652-ENSCAFG00000014786,31,0,0,0,0,2,2,97
462,ENSG00000198742-ENSMUSG00000038780-ENSCAFG00000015133,24,0,0,16,0,0,0,104
463,ENSG00000138078-ENSMUSG00000024127-ENSCAFG00000002543,29,0,0,0,0,0,0,87
464,ENSG00000172530-ENSMUSG00000025316-ENSCAFG00000019894,25,0,0,0,4,2,11,92
465,ENSG00000140479-ENSMUSG00000030513-ENSCAFG00000010529,0,0,0,44,6,0,46,140
466,ENSG00000197321-ENSMUSG00000024236-ENSCAFG00000004006,70,0,1,0,0,0,5,217
467,ENSG00000163534-ENSMUSG00000059994-ENSCAFG00000016449,0,0,22,0,4,24,3,75
468,ENSG00000103342-ENSMUSG00000062203-ENSCAFG00000018856,26,0,0,6,0,0,1,91
469,ENSG00000119661-ENSMUSG00000042523-ENSCAFG00000016858,17,0,0,0,0,0,0,51
470,ENSG00000087884-ENSMUSG00000035642-ENSCAFG00000004861,6,0,0,0,7,3,0,28
471,ENSG00000132463-ENSMUSG00000044221-ENSCAFG00000002922,14,0,0,7,1,0,0,57
472,ENSG00000100320-ENSMUSG00000033565-ENSCAFG00000001701,27,0,0,6,0,2,0,95
473,ENSG00000127990-ENSMUSG00000004631-ENSCAFG00000002104,27,0,0,0,2,2,0,85
474,ENSG00000109180-ENSMUSG00000029152-ENSCAFG00000001990,17,0,0,0,0,0,0,51
475,ENSG00000137822-ENSMUSG00000027263-ENSCAFG00000012088,37,0,0,0,0,0,1,112
476,ENSG00000114416-ENSMUSG00000027680-ENSCAFG00000011582,34,0,0,4,0,0,1,111
477,ENSG00000117475-ENSMUSG00000026577-ENSCAFG00000015247,11,0,2,0,0,3,0,40
478,ENSG00000075945-ENSMUSG00000026585-ENSCAFG00000015067,41,0,0,0,4,1,1,129
479,ENSG00000183166-ENSMUSG00000060371-ENSCAFG00000011106,13,0,0,0,0,0,0,39
480,ENSG00000136717-ENSMUSG00000024381-ENSCAFG00000004606,38,0,0,4,0,0,0,122
481,ENSG00000187720-ENSMUSG00000032289-ENSCAFG00000017634,23,0,0,13,0,0,11,106
482,ENSG00000122705-ENSMUSG00000028478-ENSCAFG00000002292,14,0,0,1,0,0,1,45
483,ENSG00000167642-ENSMUSG00000074227-ENSCAFG00000005948,14,0,0,0,0,0,0,42
484,ENSG00000080493-ENSMUSG00000060961-ENSCAFG00000002939,50,0,0,3,0,0,1,157
485,ENSG00000076248-ENSMUSG00000029591-ENSCAFG00000011144,12,0,0,3,0,0,0,42
486,ENSG00000153071-ENSMUSG00000022150-ENSCAFG00000018622,26,0,0,0,0,0,1,79
487,ENSG00000107147-ENSMUSG00000058740-ENSCAFG00000019737,64,0,0,2,4,0,0,200
488,ENSG00000166734-ENSMUSG00000060227-ENSCAFG00000013507,0,0,20,0,0,20,0,60
489,ENSG00000008294-ENSMUSG00000020859-ENSCAFG00000017265,68,0,0,2,0,0,5,213
490,ENSG00000159023-ENSMUSG00000028906-ENSCAFG00000011677,43,0,1,0,0,0,0,131
491,ENSG00000156709-ENSMUSG00000036932-ENSCAFG00000018747,35,0,2,0,0,0,0,109
492,ENSG00000151693-ENSMUSG00000052632-ENSCAFG00000003370,0,0,56,0,0,59,4,175
493,ENSG00000263001-ENSMUSG00000060261-ENSCAFG00000011514,68,0,0,0,0,1,0,205
494,ENSG00000144619-ENSMUSG00000064293-ENSCAFG00000006013,46,0,0,1,0,0,0,140
495,ENSG00000123560-ENSMUSG00000031425-ENSCAFG00000017811,15,0,0,0,0,0,0,45
496,ENSG00000163743-ENSMUSG00000029397-ENSCAFG00000032536,17,0,0,1,2,0,6,61
497,ENSG00000026103-ENSMUSG00000024778-ENSCAFG00000015712,0,0,0,0,19,20,18,57
498,ENSG00000143537-ENSMUSG00000028041-ENSCAFG00000017100,0,0,0,0,52,46,46,144
499,ENSG00000111554-ENSMUSG00000020212-ENSCAFG00000000412,0,0,0,0,33,30,31,94
500,ENSG00000092140-ENSMUSG00000035293-ENSCAFG00000012582,27,0,2,0,0,4,3,92
501,ENSG00000106077-ENSMUSG00000040532-ENSCAFG00000012539,11,1,0,0,3,1,0,39
502,ENSG00000128342-ENSMUSG00000034394-ENSCAFG00000030931,7,0,0,0,1,0,0,22
503,ENSG00000143401-ENSMUSG00000015749-ENSCAFG00000011748,0,0,0,17,0,1,20,55
504,ENSG00000153317-ENSMUSG00000022377-ENSCAFG00000001096,61,0,0,3,0,0,0,189
505,ENSG00000115109-ENSMUSG00000026383-ENSCAFG00000004855,51,0,1,0,0,0,0,155
506,ENSG00000182287-ENSMUSG00000031367-ENSCAFG00000012215,12,0,0,0,0,0,0,36
507,ENSG00000077264-ENSMUSG00000031284-ENSCAFG00000018154,27,0,2,5,0,0,1,96
508,ENSG00000135336-ENSMUSG00000040044-ENSCAFG00000003080,39,0,2,1,0,1,0,124
509,ENSG00000107643-ENSMUSG00000021936-ENSCAFG00000006551,27,0,0,0,0,0,0,81
510,ENSG00000151917-ENSMUSG00000042182-ENSCAFG00000002447,0,0,10,0,2,13,0,35
511,ENSG00000198160-ENSMUSG00000028522-ENSCAFG00000018549,28,0,7,0,3,3,2,106
512,ENSG00000068308-ENSMUSG00000031154-ENSCAFG00000015689,21,0,0,0,0,2,0,65
513,ENSG00000100298-ENSMUSG00000009585-ENSCAFG00000001361,0,0,0,0,12,19,8,39
514,ENSG00000067840-ENSMUSG00000002006-ENSCAFG00000019290,17,0,0,0,0,0,0,51
515,ENSG00000141027-ENSMUSG00000018501-ENSCAFG00000018040,44,0,22,0,33,49,35,293
516,ENSG00000113657-ENSMUSG00000024501-ENSCAFG00000006607,28,0,0,2,0,2,0,90
517,ENSG00000184271-ENSMUSG00000009739-ENSCAFG00000007790,10,0,0,13,0,0,3,59
518,ENSG00000007341-ENSMUSG00000045576-ENSCAFG00000013597,28,1,0,0,5,0,4,95
519,ENSG00000103710-ENSMUSG00000041696-ENSCAFG00000017123,6,0,0,5,0,2,0,30
520,ENSG00000122378-ENSMUSG00000021792-ENSCAFG00000015861,9,0,0,2,0,0,1,32
521,ENSG00000104529-ENSMUSG00000055762-ENSCAFG00000001317,18,0,0,0,0,2,0,56
522,ENSG00000065609-ENSMUSG00000033419-ENSCAFG00000002951,58,0,0,0,0,0,2,176
523,ENSG00000139116-ENSMUSG00000022629-ENSCAFG00000010250,70,0,0,8,0,0,0,226
524,ENSG00000106278-ENSMUSG00000068748-ENSCAFG00000003510,0,0,0,61,0,0,26,148
525,ENSG00000198467-ENSMUSG00000028464-ENSCAFG00000002086,18,0,0,4,0,0,1,63
526,ENSG00000102524-ENSMUSG00000031497-ENSCAFG00000031735,0,0,12,0,0,14,1,39
527,ENSG00000120519-ENSMUSG00000031684-ENSCAFG00000007747,27,0,0,0,3,0,0,84
528,ENSG00000116698-ENSMUSG00000042772-ENSCAFG00000013276,47,0,1,2,2,1,0,150
529,ENSG00000078328-ENSMUSG00000008658-ENSCAFG00000019082,28,0,0,6,9,0,1,106
530,ENSG00000012504-ENSMUSG00000047638-ENSCAFG00000006835,20,0,1,0,0,1,1,64
531,ENSG00000147164-ENSMUSG00000046032-ENSCAFG00000016921,9,0,0,3,0,2,6,41
532,ENSG00000171444-ENSMUSG00000071856-ENSCAFG00000016257,34,0,0,5,1,1,0,114
533,ENSG00000115947-ENSMUSG00000026761-ENSCAFG00000005522,25,0,0,2,1,2,1,83
534,ENSG00000196323-ENSMUSG00000047412-ENSCAFG00000009981,11,0,0,0,5,0,0,38
535,ENSG00000100644-ENSMUSG00000021109-ENSCAFG00000015718,31,0,0,0,3,2,0,98
536,ENSG00000187391-ENSMUSG00000040003-ENSCAFG00000004366,0,0,0,48,0,0,42,138
537,ENSG00000099385-ENSMUSG00000030814-ENSCAFG00000016715,13,0,0,1,0,0,1,42
538,ENSG00000157110-ENSMUSG00000031586-ENSCAFG00000006503,13,0,0,3,3,5,1,54
539,ENSG00000184588-ENSMUSG00000028525-ENSCAFG00000018583,23,0,0,15,0,2,0,101
540,ENSG00000110713-ENSMUSG00000063550-ENSCAFG00000005871,66,0,1,0,0,1,0,201
541,ENSG00000105939-ENSMUSG00000029826-ENSCAFG00000004102,0,0,27,0,0,28,5,87
542,ENSG00000078403-ENSMUSG00000026743-ENSCAFG00000004145,42,0,3,4,7,0,0,147
543,ENSG00000108509-ENSMUSG00000040712-ENSCAFG00000015674,45,0,3,2,2,0,0,147
