triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
1445,ENSG00000091409-ENSMUSG00000027111-ENSCAFG00000013006,54,0,0,1,0,0,1,165
1452,ENSG00000138738-ENSMUSG00000029913-ENSCAFG00000004179,4,0,0,29,2,0,45,117
1457,ENSG00000106682-ENSMUSG00000040731-ENSCAFG00000012019,0,0,0,14,0,0,18,46
1483,ENSG00000028277-ENSMUSG00000008496-ENSCAFG00000004911,31,0,0,5,0,0,1,104
1487,ENSG00000134215-ENSMUSG00000033721-ENSCAFG00000019951,53,0,0,3,0,0,0,165
1488,ENSG00000097021-ENSMUSG00000028937-ENSCAFG00000019574,0,0,0,20,4,2,18,64
1489,ENSG00000159640-ENSMUSG00000020681-ENSCAFG00000012998,0,0,0,52,0,0,52,156
1492,ENSG00000076864-ENSMUSG00000041351-ENSCAFG00000014844,0,0,0,54,1,3,26,138
1496,ENSG00000079805-ENSMUSG00000033335-ENSCAFG00000017651,45,0,0,2,0,0,0,139
1504,ENSG00000162374-ENSMUSG00000028546-ENSCAFG00000003927,17,0,0,4,2,0,0,61
1507,ENSG00000176406-ENSMUSG00000037386-ENSCAFG00000000670,62,0,0,2,0,5,0,195
1514,ENSG00000029725-ENSMUSG00000020817-ENSCAFG00000015589,0,0,0,37,0,0,34,108
1518,ENSG00000145506-ENSMUSG00000021567-ENSCAFG00000010833,0,0,0,20,2,0,12,54
1521,ENSG00000136854-ENSMUSG00000026797-ENSCAFG00000020125,36,0,0,5,0,0,0,118
1529,ENSG00000164944-ENSMUSG00000040720-ENSCAFG00000009240,34,0,0,15,1,2,0,135
1531,ENSG00000115041-ENSMUSG00000079056-ENSCAFG00000006920,17,0,0,3,0,2,1,60
1540,ENSG00000165782-ENSMUSG00000035953-ENSCAFG00000005416,0,0,0,16,0,0,16,48
1545,ENSG00000030304-ENSMUSG00000057280-ENSCAFG00000032331,0,0,0,32,0,1,8,73
1546,ENSG00000168003-ENSMUSG00000010095-ENSCAFG00000015495,18,0,0,3,6,0,0,66
1547,ENSG00000165194-ENSMUSG00000051323-ENSCAFG00000017514,11,0,0,2,0,0,0,37
1558,ENSG00000162599-ENSMUSG00000028565-ENSCAFG00000023117,21,0,0,4,3,0,1,75
1565,ENSG00000099917-ENSMUSG00000012114-ENSCAFG00000014932,24,0,0,14,0,0,0,100
1566,ENSG00000116604-ENSMUSG00000001419-ENSCAFG00000016806,22,0,0,3,0,0,3,75
1567,ENSG00000127603-ENSMUSG00000028649-ENSCAFG00000003120,198,0,0,4,0,0,0,602
1578,ENSG00000078043-ENSMUSG00000025423-ENSCAFG00000017599,26,0,0,5,0,2,0,90
1582,ENSG00000197183-ENSMUSG00000061411-ENSCAFG00000007232,22,0,0,1,0,0,1,69
1583,ENSG00000161011-ENSMUSG00000015837-ENSCAFG00000000360,13,0,0,5,0,0,1,50
1585,ENSG00000172493-ENSMUSG00000029313-ENSCAFG00000009476,40,0,0,1,2,2,0,126
1594,ENSG00000124006-ENSMUSG00000026211-ENSCAFG00000015641,0,0,0,44,1,0,52,141
1596,ENSG00000085831-ENSMUSG00000028555-ENSCAFG00000003888,12,0,0,28,4,0,25,121
1597,ENSG00000138758-ENSMUSG00000058013-ENSCAFG00000008668,16,0,0,10,2,0,0,70
1598,ENSG00000134779-ENSMUSG00000024269-ENSCAFG00000017766,13,0,0,2,8,2,1,54
1614,ENSG00000157680-ENSMUSG00000038665-ENSCAFG00000003373,52,0,0,17,3,0,0,193
1620,ENSG00000145604-ENSMUSG00000054115-ENSCAFG00000018725,21,0,0,1,2,0,1,68
1622,ENSG00000167081-ENSMUSG00000038718-ENSCAFG00000020175,16,0,0,4,0,0,0,56
1627,ENSG00000004455-ENSMUSG00000028792-ENSCAFG00000010390,12,0,0,3,3,0,0,45
1628,ENSG00000171777-ENSMUSG00000030589-ENSCAFG00000005909,12,0,0,27,0,1,0,91
1636,ENSG00000175866-ENSMUSG00000025372-ENSCAFG00000005700,26,0,0,8,3,0,0,97
1639,ENSG00000071054-ENSMUSG00000026074-ENSCAFG00000002162,60,0,0,10,0,0,0,200
1655,ENSG00000129993-ENSMUSG00000006362-ENSCAFG00000019852,21,0,0,2,3,3,0,73
1660,ENSG00000170242-ENSMUSG00000059263-ENSCAFG00000007754,56,0,0,3,0,0,0,174
1661,ENSG00000140481-ENSMUSG00000037716-ENSCAFG00000017833,0,0,0,38,7,9,57,149
