ERROR: position ortholog index to check. ENSCAFG00000017566 ENSMUSG00000030779 [*:7:21511232:9 [*:9:122970962
ERROR: position ortholog index to check. ENSG00000149294 ENSMUSG00000039542 [*:11:112961613:7 [-:7:49798729
ERROR: position ortholog index to check. ENSMUSG00000039542 ENSG00000149294 [*:7:49798729:11 [-:11:112961613
ERROR: position ortholog index to check. ENSMUSG00000039542 ENSG00000149294 ]*:107:49505443:117 ]-:117:113275387
ERROR: position ortholog index to check. ENSCAFG00000016687 ENSG00000159692 [*:2:91385993:12 [-:12:1241331
ERROR: position ortholog index to check. ENSCAFG00000016687 ENSMUSG00000037373 [*:2:91385993:12 [-:12:33269448
ERROR: position ortholog index to check. ENSCAFG00000010767 ENSMUSG00000026610 ]*:33:11825569:47 ]-:47:188211139
ERROR: position ortholog index to check. ENSG00000116001 ENSCAFG00000003341 [*:5:70248430:3 [-:3:68798617
ERROR: position ortholog index to check. ENSMUSG00000071337 ENSCAFG00000003341 [*:7:86404497:3 [-:3:68798617
ERROR: position ortholog index to check. ENSMUSG00000025326 ENSG00000114062 ]*:72:59304930:104 ]-:104:25339137
ERROR: position ortholog index to check. ENSCAFG00000009269 ENSG00000123612 ]*:43:3541248:47 ]-:47:157533918
ERROR: position ortholog index to check. ENSCAFG00000009269 ENSMUSG00000026834 ]*:41:3541248:44 ]-:44:58274918
ERROR: position ortholog index to check. ENSCAFG00000008465 ENSG00000161791 [*:3:4963844:5 [-:5:49707180
ERROR: position ortholog index to check. ENSCAFG00000012547 ENSG00000107679 [*:15:32041917:23 [-:23:122393201
ERROR: position ortholog index to check. ENSCAFG00000012547 ENSMUSG00000040268 [*:9:32041917:11 [-:11:130877754
ERROR: position ortholog index to check. ENSMUSG00000002459 ENSG00000147509 [*:3:5070177:3 [-:3:53851900
ERROR: position ortholog index to check. ENSMUSG00000002459 ENSG00000147509 ]*:39:4910474:36 ]-:36:53958458
ERROR: position ortholog index to check. ENSG00000147509 ENSCAFG00000006955 [*:3:53851900:1 [-:1:5521641
ERROR: position ortholog index to check. ENSG00000147509 ENSCAFG00000006955 [*:3:53851900:1 [-:1:5521641
ERROR: position ortholog index to check. ENSG00000147509 ENSCAFG00000006955 ]*:38:53958458:35 ]-:35:5605244
ERROR: position ortholog index to check. ENSCAFG00000006955 ENSG00000147509 [*:1:5521641:3 [-:3:53851900
ERROR: position ortholog index to check. ENSCAFG00000006955 ENSG00000147509 ]*:35:5605244:38 ]-:38:53958458
ERROR: position ortholog index to check. ENSMUSG00000002459 ENSCAFG00000006955 [*:3:5070177:1 [-:1:5521641
ERROR: position ortholog index to check. ENSMUSG00000002459 ENSCAFG00000006955 [*:3:5070177:1 [-:1:5521641
ERROR: position ortholog index to check. ENSMUSG00000002459 ENSCAFG00000006955 ]*:39:4910474:33 ]-:33:5605244
ERROR: position ortholog index to check. ENSCAFG00000015681 ENSMUSG00000031156 ]*:21:42062235:25 ]-:25:7892886
ERROR: position ortholog index to check. ENSG00000179832 ENSMUSG00000022558 [*:16:144163827:14 [-:14:76392438
ERROR: position ortholog index to check. ENSG00000109790 ENSCAFG00000016145 [*:18:39062653:10 [-:10:73328708
ERROR: position ortholog index to check. ENSG00000109790 ENSCAFG00000016145 ]*:62:39121066:55 ]-:55:73263478
ERROR: position ortholog index to check. ENSG00000109790 ENSCAFG00000016145 ]*:62:39121066:55 ]-:55:73263478
ERROR: position ortholog index to check. ENSMUSG00000054920 ENSCAFG00000016145 ]*:52:65167027:53 ]-:53:73263478
ERROR: position ortholog index to check. ENSMUSG00000054920 ENSCAFG00000016145 ]*:52:65167027:53 ]-:53:73263478
ERROR: position ortholog index to check. ENSG00000126217 ENSMUSG00000031442 [*:2:112969380:3 [-:3:12915976
ERROR: position ortholog index to check. ENSMUSG00000031442 ENSG00000126217 ]*:152:13019024:151 ]-:151:113096859
ERROR: position ortholog index to check. ENSCAFG00000006240 ENSG00000126217 ]*:146:60569177:153 ]-:153:113096859
ERROR: position ortholog index to check. ENSMUSG00000031442 ENSCAFG00000006240 ]*:158:13019024:150 ]*:150:60569177
ERROR: position ortholog index to check. ENSCAFG00000006240 ENSMUSG00000031442 [*:1:60474400:3 [-:3:12915976
ERROR: position ortholog index to check. ENSCAFG00000006240 ENSMUSG00000031442 ]*:150:60569177:158 ]-:158:13019024
ERROR: position ortholog index to check. ENSMUSG00000054733 ENSG00000175806 ]*:59:64123189:45 ]-:45:10428312
ERROR: position ortholog index to check. ENSG00000175806 ENSCAFG00000008143 ]*:47:10428312:41 ]-:41:27609598
ERROR: position ortholog index to check. ENSG00000175806 ENSCAFG00000008143 ]*:47:10428312:41 ]-:41:27609598
ERROR: position ortholog index to check. ENSCAFG00000008143 ENSG00000175806 ]*:41:27609598:47 ]-:47:10428312
ERROR: position ortholog index to check. ENSMUSG00000054733 ENSCAFG00000008143 ]*:59:64123189:35 ]-:35:27609598
ERROR: position ortholog index to check. ENSMUSG00000054733 ENSCAFG00000008143 ]*:59:64123189:35 ]-:35:27609598
ERROR: position ortholog index to check. ENSCAFG00000008143 ENSMUSG00000054733 ]*:35:27609598:59 ]-:59:64123189
ERROR: position ortholog index to check. ENSG00000164674 ENSMUSG00000041831 ]*:86:158764604:72 ]-:72:6737836
ERROR: position ortholog index to check. ENSMUSG00000041831 ENSG00000164674 [*:2:6673886:21 [-:21:158663269
ERROR: position ortholog index to check. ENSMUSG00000041831 ENSG00000164674 ]*:72:6737836:86 ]-:86:158764604
ERROR: position ortholog index to check. ENSCAFG00000000659 ENSG00000164674 [*:15:48082688:21 [-:21:158663269
ERROR: position ortholog index to check. ENSCAFG00000000659 ENSG00000164674 ]*:77:48159754:84 ]-:84:158764604
ERROR: position ortholog index to check. ENSMUSG00000019876 ENSG00000135549 ]*:46:57736357:57 ]-:57:122725195
ERROR: position ortholog index to check. ENSCAFG00000029950 ENSG00000135549 ]*:16:62048395:57 ]-:57:122725195
ERROR: position ortholog index to check. ENSMUSG00000029475 ENSG00000089094 [*:7:122988900:9 [-:9:121580052
ERROR: position ortholog index to check. ENSMUSG00000029475 ENSG00000089094 ]*:107:122871716:108 ]*:108:121430288
ERROR: position ortholog index to check. ENSCAFG00000008259 ENSG00000089094 [*:1:7626372:9 [-:9:121580052
ERROR: position ortholog index to check. ENSCAFG00000008259 ENSG00000089094 ]*:99:7744927:108 ]-:108:121430288
ERROR: position ortholog index to check. ENSCAFG00000008259 ENSMUSG00000029475 ]*:97:7744927:101 ]-:101:122871716
ERROR: position ortholog index to check. ENSG00000101811 ENSMUSG00000031256 [*:5:100820417:7 [*:7:134059365
ERROR: position ortholog index to check. ENSG00000101811 ENSCAFG00000017551 [*:5:100820417:1 [*:1:74758496
ERROR: position ortholog index to check. ENSG00000101811 ENSCAFG00000017551 [*:5:100820417:1 [*:1:74758496
ERROR: position ortholog index to check. ENSCAFG00000017551 ENSG00000101811 [*:1:74758496:5 [-:5:100820417
ERROR: position ortholog index to check. ENSCAFG00000017551 ENSMUSG00000031256 [*:1:74758496:7 [-:7:134059365
ERROR: position ortholog index to check. ENSMUSG00000031196 ENSG00000185010 ]*:106:75172855:111 ]-:111:154837597
ERROR: position ortholog index to check. ENSCAFG00000019631 ENSG00000185010 ]*:105:122897137:111 ]-:111:154837597
ERROR: position ortholog index to check. ENSMUSG00000039629 ENSG00000128578 [*:4:29917075:5 [-:5:129434473
ERROR: position ortholog index to check. ENSMUSG00000039629 ENSCAFG00000001515 [*:4:29917075:3 [-:3:7341479
ERROR: position ortholog index to check. ENSMUSG00000023868 ENSCAFG00000000795 ]*:98:8981656:103 ]-:103:53463420
ERROR: position ortholog index to check. ENSMUSG00000023868 ENSCAFG00000000795 ]*:98:8981656:103 ]-:103:53463420
ERROR: position ortholog index to check. ENSMUSG00000030314 ENSCAFG00000005018 ]*:98:114859023:85 ]-:85:6916622
ERROR: position ortholog index to check. ENSMUSG00000020682 ENSG00000271447 [*:6:83462858:7 [-:7:35795377
ERROR: position ortholog index to check. ENSCAFG00000018182 ENSG00000271447 [*:1:37884658:7 [-:7:35795377
ERROR: position ortholog index to check. ENSCAFG00000006590 ENSG00000132952 [*:1:9427363:9 [-:9:30621141
ERROR: position ortholog index to check. ENSCAFG00000006590 ENSG00000132952 ]*:42:9397763:51 ]*:51:30659356
ERROR: position ortholog index to check. ENSCAFG00000006590 ENSMUSG00000041264 ]*:42:9397763:63 ]-:63:149215261
ERROR: position ortholog index to check. ENSG00000159314 ENSMUSG00000034255 [*:22:45430279:15 [-:15:103360900
ERROR: position ortholog index to check. ENSMUSG00000034255 ENSG00000159314 [*:15:103360900:22 [-:22:45430279
ERROR: position ortholog index to check. ENSMUSG00000034255 ENSG00000159314 ]*:91:103332863:107 ]-:107:45395456
ERROR: position ortholog index to check. ENSMUSG00000042671 ENSG00000135824 ]*:46:153692907:43 ]*:43:182646735
ERROR: position ortholog index to check. ENSMUSG00000026209 ENSG00000123992 ]*:73:75308659:72 ]-:72:219374292
ERROR: position ortholog index to check. ENSCAFG00000015399 ENSG00000123992 ]*:73:25898103:73 ]-:73:219374292
ERROR: position ortholog index to check. ENSMUSG00000026209 ENSCAFG00000015399 ]*:71:75308659:70 ]-:70:25898103
ERROR: position ortholog index to check. ENSMUSG00000005899 ENSG00000136699 ]*:94:17642803:88 ]-:88:130152555
ERROR: position ortholog index to check. ENSMUSG00000005899 ENSCAFG00000014966 ]*:94:17642803:86 ]*:86:30398768
ERROR: position ortholog index to check. ENSMUSG00000005899 ENSCAFG00000014966 ]*:94:17642803:86 ]*:86:30398768
ERROR: position ortholog index to check. ENSMUSG00000005899 ENSCAFG00000014966 ]*:94:17642803:86 ]*:86:30398768
ERROR: position ortholog index to check. ENSG00000132405 ENSMUSG00000029192 ]*:78:7030392:97 ]-:97:36493049
ERROR: position ortholog index to check. ENSCAFG00000014349 ENSMUSG00000029192 ]*:55:59097263:93 ]-:93:36493049
ERROR: position ortholog index to check. ENSG00000081985 ENSMUSG00000018341 [*:12:67320369:7 [-:7:67361950
ERROR: position ortholog index to check. ENSCAFG00000018539 ENSMUSG00000018341 [*:6:43257558:7 [-:7:67361950
ERROR: position ortholog index to check. ENSMUSG00000045962 ENSG00000060237 [*:6:120037632:5 [-:5:753566
ERROR: position ortholog index to check. ENSMUSG00000045962 ENSG00000060237 ]*:140:119926370:142 ]-:142:908792
ERROR: position ortholog index to check. ENSCAFG00000015804 ENSG00000060237 [*:1:42765181:5 [-:5:753566
ERROR: position ortholog index to check. ENSG00000102858 ENSMUSG00000022517 [*:7:4624961:3 [-:3:4886386
ERROR: position ortholog index to check. ENSG00000102858 ENSMUSG00000022517 ]*:78:4686299:74 ]-:74:4934235
ERROR: position ortholog index to check. ENSCAFG00000019201 ENSG00000102858 ]*:66:36719129:78 ]-:78:4686299
ERROR: position ortholog index to check. ENSCAFG00000019201 ENSMUSG00000022517 ]*:68:36719129:76 ]-:76:4934235
ERROR: position ortholog index to check. ENSG00000006283 ENSCAFG00000017120 [*:7:50561460:1 [-:1:26481652
ERROR: position ortholog index to check. ENSG00000006283 ENSCAFG00000017120 [*:7:50561460:1 [-:1:26481652
ERROR: position ortholog index to check. ENSG00000006283 ENSCAFG00000017120 ]*:176:50626751:170 ]-:170:26544096
ERROR: position ortholog index to check. ENSMUSG00000020866 ENSCAFG00000017120 [*:5:94473617:1 [-:1:26481652
ERROR: position ortholog index to check. ENSMUSG00000020866 ENSCAFG00000017120 [*:5:94473617:1 [-:1:26481652
ERROR: position ortholog index to check. ENSMUSG00000020866 ENSCAFG00000017120 ]*:174:94409145:170 ]-:170:26544096
ERROR: position ortholog index to check. ENSMUSG00000025437 ENSG00000077254 ]*:104:152392366:112 ]-:112:77697317
ERROR: position ortholog index to check. ENSCAFG00000020373 ENSG00000077254 ]*:120:69169833:116 ]-:116:77697317
ERROR: position ortholog index to check. ENSCAFG00000001147 ENSG00000118507 ]*:41:69481382:51 ]-:51:131281726
ERROR: position ortholog index to check. ENSCAFG00000001147 ENSMUSG00000039166 ]*:41:69481382:50 ]-:50:25171052
ERROR: position ortholog index to check. ENSG00000102225 ENSMUSG00000031065 ]*:80:47228768:79 ]-:79:20698646
ERROR: position ortholog index to check. ENSCAFG00000015003 ENSMUSG00000031065 ]*:68:40821891:77 ]-:77:20698646
ERROR: position ortholog index to check. ENSG00000134333 ENSMUSG00000063229 ]*:52:18407281:49 ]-:49:46855141
ERROR: position ortholog index to check. ENSMUSG00000063229 ENSG00000134333 ]*:49:46855141:52 ]*:52:18407281
ERROR: position ortholog index to check. ENSG00000117245 ENSCAFG00000015035 [*:14:20715570:10 [-:10:78230213
ERROR: position ortholog index to check. ENSG00000109854 ENSCAFG00000009822 ]*:50:20383205:33 ]-:33:42402896
ERROR: position ortholog index to check. ENSMUSG00000017843 ENSCAFG00000017948 [*:11:110485859:10 [-:10:69874687
ERROR: position ortholog index to check. ENSG00000108604 ENSCAFG00000012708 [*:2:63842674:1 [-:1:11797732
ERROR: position ortholog index to check. ENSG00000108604 ENSCAFG00000012708 [*:2:63842674:1 [-:1:11797732
ERROR: position ortholog index to check. ENSG00000108604 ENSCAFG00000012708 ]*:64:63832938:60 ]-:60:11788557
ERROR: position ortholog index to check. ENSG00000108604 ENSCAFG00000012708 ]*:64:63832938:60 ]-:60:11788557
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 [*:15:154225124:21 [*:21:90047859
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 [*:15:154225124:21 [*:21:90047859
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 [*:15:154225124:21 [*:21:90047859
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 [*:15:154225124:21 [*:21:90047859
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 [*:15:154225124:21 [*:21:90047859
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 ]*:119:154263152:125 ]*:125:90006568
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 ]*:119:154263152:125 ]*:125:90006568
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 ]*:139:154270295:148 ]*:148:90000896
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 ]*:139:154270295:148 ]*:148:90000896
ERROR: position ortholog index to check. ENSG00000143569 ENSMUSG00000042520 ]*:147:154270919:157 ]*:157:90000215
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 [*:13:154225124:3 [*:3:43010808
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 [*:13:154225124:3 [*:3:43010808
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 [*:13:154225124:3 [*:3:43010808
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 ]*:117:154263152:107 ]*:107:42979536
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 ]*:133:154270295:122 ]*:122:42974092
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 ]*:133:154270295:122 ]*:122:42974092
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 ]*:133:154270295:122 ]*:122:42974092
ERROR: position ortholog index to check. ENSG00000143569 ENSCAFG00000017248 ]*:133:154270295:122 ]*:122:42974092
ERROR: position ortholog index to check. ENSCAFG00000017248 ENSG00000143569 [*:3:43010808:13 [-:13:154225124
ERROR: position ortholog index to check. ENSCAFG00000017248 ENSMUSG00000042520 [*:3:43010808:21 [-:21:90047859
ERROR: position ortholog index to check. ENSG00000102230 ENSCAFG00000013493 [*:10:24647105:3 [-:3:20177920
ERROR: position ortholog index to check. ENSMUSG00000035246 ENSCAFG00000013493 [*:8:93675360:3 [-:3:20177920
ERROR: position ortholog index to check. ENSG00000054523 ENSCAFG00000019785 [*:11:10232329:7 [-:7:63383787
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSG00000054523 [*:7:63383787:11 [*:11:10232329
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSG00000054523 [*:7:63383787:11 [*:11:10232329
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSG00000054523 [*:7:63383787:11 [*:11:10232329
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSG00000054523 [*:7:63383787:11 [*:11:10232329
ERROR: position ortholog index to check. ENSMUSG00000063077 ENSCAFG00000019785 [*:11:149291407:7 [-:7:63383787
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSMUSG00000063077 [*:7:63383787:11 [*:11:149291407
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSMUSG00000063077 [*:7:63383787:11 [*:11:149291407
ERROR: position ortholog index to check. ENSCAFG00000019785 ENSMUSG00000063077 [*:7:63383787:11 [-:11:149291407
ERROR: position ortholog index to check. ENSCAFG00000010241 ENSMUSG00000029528 ]*:48:16159102:55 ]-:55:115554135
ERROR: position ortholog index to check. ENSMUSG00000056260 ENSG00000121931 [*:10:106722045:5 [-:5:110963688
ERROR: position ortholog index to check. ENSMUSG00000056260 ENSG00000121931 [*:22:106734370:20 [-:20:110950111
ERROR: position ortholog index to check. ENSMUSG00000056260 ENSG00000121931 ]*:30:106735848:28 ]-:28:110947959
ERROR: position ortholog index to check. ENSCAFG00000019770 ENSG00000121931 [*:1:41023787:5 [-:5:110963688
ERROR: position ortholog index to check. ENSCAFG00000019770 ENSG00000121931 ]*:21:41039781:28 ]-:28:110947959
ERROR: position ortholog index to check. ENSG00000165983 ENSMUSG00000026730 [*:16:16484385:11 [-:11:12978186
ERROR: position ortholog index to check. ENSMUSG00000026730 ENSG00000165983 ]*:31:13001067:36 ]-:36:16511256
ERROR: position ortholog index to check. ENSCAFG00000004594 ENSG00000165983 ]*:23:20310917:30 ]-:30:16511256
ERROR: position ortholog index to check. ENSCAFG00000004594 ENSMUSG00000026730 [*:7:20341220:9 [-:9:12978186
ERROR: position ortholog index to check. ENSMUSG00000039536 ENSG00000124214 ]*:70:166949344:72 ]-:72:49114878
ERROR: position ortholog index to check. ENSG00000124214 ENSCAFG00000011347 [*:35:49154012:30 [-:30:35845426
ERROR: position ortholog index to check. ENSG00000124214 ENSCAFG00000011347 ]*:86:49114878:81 ]-:81:35817734
ERROR: position ortholog index to check. ENSCAFG00000011347 ENSG00000124214 ]*:81:35817734:86 ]-:86:49114878
ERROR: position ortholog index to check. ENSMUSG00000039536 ENSCAFG00000011347 ]*:70:166949344:79 ]-:79:35817734
ERROR: position ortholog index to check. ENSCAFG00000029660 ENSG00000128656 ]*:40:18786088:72 ]-:72:174800116
ERROR: position ortholog index to check. ENSCAFG00000029660 ENSMUSG00000056486 ]*:40:18786088:69 ]-:69:73613025
ERROR: position ortholog index to check. ENSG00000100644 ENSMUSG00000021109 [*:4:61695805:7 [-:7:73908290
ERROR: position ortholog index to check. ENSG00000100644 ENSMUSG00000021109 ]*:76:61747085:78 ]-:78:73945703
ERROR: position ortholog index to check. ENSCAFG00000015718 ENSMUSG00000021109 [*:3:36614335:7 [-:7:73908290
ERROR: position ortholog index to check. ENSCAFG00000015718 ENSMUSG00000021109 ]*:68:36655522:72 ]-:72:73945703
ERROR: position ortholog index to check. ENSG00000158578 ENSMUSG00000025270 [*:14:55026000:11 [-:11:150552164
ERROR: position ortholog index to check. ENSG00000158578 ENSMUSG00000025270 ]*:57:55009180:53 ]-:53:150570491
ERROR: position ortholog index to check. ENSMUSG00000025270 ENSG00000158578 ]*:53:150570491:57 ]-:57:55009180
ERROR: position ortholog index to check. ENSCAFG00000014308 ENSG00000158578 ]*:38:46703602:55 ]-:55:55009180
ERROR: position ortholog index to check. ENSMUSG00000045071 ENSG00000165185 [*:8:59690168:9 [-:9:112574081
ERROR: position ortholog index to check. ENSMUSG00000045071 ENSCAFG00000003043 [*:8:59690168:7 [-:7:67034100
ERROR: position ortholog index to check. ENSMUSG00000045071 ENSCAFG00000003043 ]*:26:59753039:24 ]-:24:67113036
ERROR: position ortholog index to check. ENSMUSG00000045071 ENSCAFG00000003043 ]*:26:59753039:24 ]-:24:67113036
ERROR: position ortholog index to check. ENSMUSG00000032086 ENSG00000186318 ]*:41:45860295:51 ]-:51:117289566
ERROR: position ortholog index to check. ENSCAFG00000012783 ENSG00000188158 ]*:38:13831386:52 ]-:52:17732464
ERROR: position ortholog index to check. ENSCAFG00000012783 ENSMUSG00000059493 ]*:38:13831386:51 ]-:51:161836815
ERROR: position ortholog index to check. ENSMUSG00000042772 ENSG00000116698 [*:5:152902537:11 [-:11:183472621
ERROR: position ortholog index to check. ENSCAFG00000013276 ENSG00000116698 ]*:97:16911005:111 ]-:111:183551931
ERROR: position ortholog index to check. ENSCAFG00000013276 ENSMUSG00000042772 ]*:99:16911005:108 ]-:108:152839272
ERROR: position ortholog index to check. ENSMUSG00000053510 ENSCAFG00000003803 ]*:142:109061130:141 ]-:141:9505333
ERROR: position ortholog index to check. ENSMUSG00000053510 ENSCAFG00000003803 ]*:142:109061130:141 ]-:141:9505333
ERROR: position ortholog index to check. ENSMUSG00000045636 ENSG00000129422 ]*:84:40993420:88 ]-:88:17645926
ERROR: position ortholog index to check. ENSG00000129422 ENSCAFG00000006979 [*:10:17755807:3 [-:3:41068820
ERROR: position ortholog index to check. ENSG00000129422 ENSCAFG00000006979 ]*:102:17645926:100 ]-:100:40957737
ERROR: position ortholog index to check. ENSG00000129422 ENSCAFG00000006979 ]*:102:17645926:100 ]-:100:40957737
ERROR: position ortholog index to check. ENSCAFG00000006979 ENSG00000129422 ]*:100:40957737:102 ]-:102:17645926
ERROR: position ortholog index to check. ENSMUSG00000045636 ENSCAFG00000006979 [*:11:41084677:3 [-:3:41068820
ERROR: position ortholog index to check. ENSMUSG00000045636 ENSCAFG00000006979 ]*:88:40993420:98 ]-:98:40957737
ERROR: position ortholog index to check. ENSMUSG00000045636 ENSCAFG00000006979 ]*:88:40993420:98 ]-:98:40957737
ERROR: position ortholog index to check. ENSCAFG00000006979 ENSMUSG00000045636 [*:3:41068820:11 [-:11:41084677
ERROR: position ortholog index to check. ENSCAFG00000006979 ENSMUSG00000045636 ]*:98:40957737:88 ]-:88:40993420
ERROR: position ortholog index to check. ENSG00000184281 ENSCAFG00000031882 [*:14:2402634:11 [-:11:46477427
ERROR: position ortholog index to check. ENSG00000130226 ENSMUSG00000061576 ]*:126:154892480:123 ]-:123:27725751
ERROR: position ortholog index to check. ENSCAFG00000005036 ENSMUSG00000061576 ]*:105:18041797:123 ]-:123:27725751
ERROR: position ortholog index to check. ENSG00000122203 ENSCAFG00000016704 [*:16:176359508:7 [-:7:36967992
ERROR: position ortholog index to check. ENSG00000122203 ENSCAFG00000016704 ]*:48:176347600:41 ]-:41:36979360
ERROR: position ortholog index to check. ENSMUSG00000025871 ENSCAFG00000016704 [*:12:54564212:7 [-:7:36967992
ERROR: position ortholog index to check. ENSMUSG00000025871 ENSCAFG00000016704 ]*:44:54552612:41 ]-:41:36979360
ERROR: position ortholog index to check. ENSCAFG00000009305 ENSG00000104413 ]*:71:39377051:78 ]-:78:94696926
ERROR: position ortholog index to check. ENSCAFG00000009305 ENSMUSG00000040728 ]*:71:39377051:72 ]-:72:11338757
ERROR: position ortholog index to check. ENSG00000108309 ENSMUSG00000006575 [*:6:44308833:3 [*:3:102393676
ERROR: position ortholog index to check. ENSG00000108309 ENSMUSG00000006575 ]*:52:44317504:49 ]*:49:102401408
ERROR: position ortholog index to check. ENSCAFG00000014197 ENSMUSG00000006575 [*:1:19117842:3 [*:3:102393676
ERROR: position ortholog index to check. ENSCAFG00000014197 ENSMUSG00000006575 ]*:47:19109523:49 ]*:49:102401408
ERROR: position ortholog index to check. ENSMUSG00000030447 ENSG00000273749 ]*:138:55930162:141 ]*:141:22870028
ERROR: position ortholog index to check. ENSCAFG00000029424 ENSG00000214022 ]*:23:14689921:27 ]*:27:150372945
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSG00000148297 [*:4:26910415:15 [-:15:133346662
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSG00000148297 ]*:22:26905804:33 ]-:33:133341505
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSCAFG00000019760 [*:4:26910415:1 [-:1:49783017
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSCAFG00000019760 [*:4:26910415:1 [-:1:49783017
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSCAFG00000019760 ]*:22:26905804:20 ]-:20:49777909
ERROR: position ortholog index to check. ENSMUSG00000015776 ENSCAFG00000019760 ]*:22:26905804:20 ]-:20:49777909
ERROR: position ortholog index to check. ENSMUSG00000022010 ENSG00000102804 [*:9:76416083:7 [*:7:44576074
ERROR: position ortholog index to check. ENSCAFG00000004584 ENSG00000102804 ]*:38:6505362:42 ]-:42:44434626
ERROR: position ortholog index to check. ENSMUSG00000022010 ENSCAFG00000004584 [*:9:76416083:5 [*:5:6375835
ERROR: position ortholog index to check. ENSCAFG00000009582 ENSG00000239264 ]*:36:7834425:46 ]-:46:7883144
ERROR: position ortholog index to check. ENSMUSG00000041351 ENSG00000076864 ]*:121:137728536:127 ]-:127:21597720
ERROR: position ortholog index to check. ENSG00000198625 ENSMUSG00000054387 [*:9:204525519:15 [-:15:133018854
ERROR: position ortholog index to check. ENSG00000198625 ENSMUSG00000054387 ]*:59:204549682:63 ]-:63:132991656
ERROR: position ortholog index to check. ENSMUSG00000054387 ENSG00000198625 [*:15:133018854:9 [-:9:204525519
ERROR: position ortholog index to check. ENSG00000198625 ENSCAFG00000009669 [*:9:204525519:3 [-:3:1073655
ERROR: position ortholog index to check. ENSG00000198625 ENSCAFG00000009669 ]*:57:204549682:51 ]-:51:1103455
ERROR: position ortholog index to check. ENSG00000198625 ENSCAFG00000009669 ]*:57:204549682:51 ]-:51:1103455
ERROR: position ortholog index to check. ENSMUSG00000054387 ENSCAFG00000009669 [*:15:133018854:3 [-:3:1073655
ERROR: position ortholog index to check. ENSMUSG00000054387 ENSCAFG00000009669 ]*:61:132991656:53 ]-:53:1103455
ERROR: position ortholog index to check. ENSMUSG00000054387 ENSCAFG00000009669 ]*:61:132991656:53 ]-:53:1103455
ERROR: position ortholog index to check. ENSCAFG00000009669 ENSMUSG00000054387 [*:3:1073655:15 [-:15:133018854
ERROR: position ortholog index to check. ENSCAFG00000009669 ENSMUSG00000054387 ]*:53:1103455:61 ]-:61:132991656
ERROR: position ortholog index to check. ENSMUSG00000003476 ENSCAFG00000003097 ]*:62:55091278:59 ]-:59:43368340
ERROR: position ortholog index to check. ENSCAFG00000013087 ENSMUSG00000020453 [*:4:24296154:5 [-:5:3290614
ERROR: position ortholog index to check. ENSG00000087470 ENSMUSG00000022789 [*:15:32679364:3 [-:3:16358865
ERROR: position ortholog index to check. ENSG00000087470 ENSMUSG00000022789 ]*:103:32743410:91 ]-:91:16313987
ERROR: position ortholog index to check. ENSMUSG00000022789 ENSG00000087470 ]*:91:16313987:103 ]-:103:32743410
ERROR: position ortholog index to check. ENSCAFG00000010528 ENSG00000087470 ]*:93:16163586:103 ]-:103:32743410
ERROR: position ortholog index to check. ENSMUSG00000022789 ENSCAFG00000010528 ]*:93:16313987:95 ]-:95:16163586
ERROR: position ortholog index to check. ENSCAFG00000010528 ENSMUSG00000022789 [*:3:16211842:3 [-:3:16358865
ERROR: position ortholog index to check. ENSCAFG00000010528 ENSMUSG00000022789 ]*:95:16163586:93 ]-:93:16313987
ERROR: position ortholog index to check. ENSMUSG00000032035 ENSCAFG00000010304 [*:8:32696384:12 [-:12:6123067
ERROR: position ortholog index to check. ENSMUSG00000027202 ENSG00000074803 [*:8:125153929:13 [-:13:48207720
ERROR: position ortholog index to check. ENSMUSG00000027202 ENSG00000074803 ]*:126:125228862:131 ]-:131:48302885
