human_ensemble_id_gene	gene_id	gene_name	mouse_ensembl_id	mouse_gene_id	mouse_gene_name	dog_ensembl_id	dog_gene_id	dog_gene_name	transcript	status	mouse_ortholog_transcript	status	dog_ortholog_transcript	status
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	ENST00000403433	known	ENSMUST00000076639	known	CGACAFTENST00000403433	predicted
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	ENST00000368690	known	ENSMUST00000049937	known	ENSCAFT00000027787	known
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	ENST00000614256	known	CGAMUSTENST00000614256	predicted	CGACAFTENST00000614256	predicted
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	CGATENSMUST00000107343	predicted	ENSMUST00000107343	known	CGACAFTENSMUST00000107343	predicted
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	CGATENSMUST00000001043	predicted	ENSMUST00000107344	known	CGACAFTENSMUST00000001043	predicted
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	CGATENSMUST00000107346	predicted	ENSMUST00000107346	known	ENSCAFT00000048830	known
ENSG00000160679	CHTOP	chromatin target of PRMT1 	ENSMUSG00000001017	Chtop	chromatin target of PRMT1 	ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 	CGATENSMUST00000107342	predicted	ENSMUST00000107342	known	CGACAFTENSMUST00000107342	predicted
ENSG00000105974	CAV1	caveolin 1 	ENSMUSG00000007655	Cav1	caveolin 1, caveolae protein 	ENSCAFG00000003404	CAV1	caveolin 1 	ENST00000341049	known	ENSMUST00000115456	known	ENSCAFT00000005462	known
ENSG00000105974	CAV1	caveolin 1 	ENSMUSG00000007655	Cav1	caveolin 1, caveolae protein 	ENSCAFG00000003404	CAV1	caveolin 1 	ENST00000405348	known	ENSMUST00000115453	known	CGACAFTENSMUST00000115454	predicted
ENSG00000105974	CAV1	caveolin 1 	ENSMUSG00000007655	Cav1	caveolin 1, caveolae protein 	ENSCAFG00000003404	CAV1	caveolin 1 	ENST00000393468	known	ENSMUST00000115453	known	CGACAFTENSMUST00000115454	predicted
ENSG00000105974	CAV1	caveolin 1 	ENSMUSG00000007655	Cav1	caveolin 1, caveolae protein 	ENSCAFG00000003404	CAV1	caveolin 1 	ENST00000393467	known	ENSMUST00000115453	known	CGACAFTENSMUST00000115454	predicted
ENSG00000105974	CAV1	caveolin 1 	ENSMUSG00000007655	Cav1	caveolin 1, caveolae protein 	ENSCAFG00000003404	CAV1	caveolin 1 	ENST00000614113	known	ENSMUST00000115453	known	CGACAFTENSMUST00000115454	predicted
ENSG00000004487	KDM1A	lysine demethylase 1A 	ENSMUSG00000036940	Kdm1a	lysine (K)-specific demethylase 1A 	ENSCAFG00000013361	KDM1A	lysine demethylase 1A 	ENST00000356634	known	ENSMUST00000116273	known	ENSCAFT00000044299	known
ENSG00000004487	KDM1A	lysine demethylase 1A 	ENSMUSG00000036940	Kdm1a	lysine (K)-specific demethylase 1A 	ENSCAFG00000013361	KDM1A	lysine demethylase 1A 	ENST00000400181	known	CGAMUSTENST00000400181	predicted	CGACAFTENST00000400181	predicted
ENSG00000004487	KDM1A	lysine demethylase 1A 	ENSMUSG00000036940	Kdm1a	lysine (K)-specific demethylase 1A 	ENSCAFG00000013361	KDM1A	lysine demethylase 1A 	CGATENSMUST00000105847	predicted	ENSMUST00000105847	known	CGACAFTENSMUST00000105847	predicted
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3 	ENSCAFG00000007423	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENST00000412050	known	ENSMUST00000123727	known	ENSCAFT00000011893	known
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3 	ENSCAFG00000007423	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENST00000265997	known	CGAMUSTENST00000265997	predicted	CGACAFTENST00000265997	predicted
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3 	ENSCAFG00000007423	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENST00000614585	known	CGAMUSTENST00000265997	predicted	CGACAFTENST00000265997	predicted
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3 	ENSCAFG00000007423	CPEB3	cytoplasmic polyadenylation element binding protein 3 	CGATENSMUST00000079754	predicted	ENSMUST00000154376	known	CGACAFTENSMUST00000079754	predicted
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3 	ENSCAFG00000007423	CPEB3	cytoplasmic polyadenylation element binding protein 3 	CGATENSMUST00000126188	predicted	ENSMUST00000126188	known	CGACAFTENSMUST00000126188	predicted
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000425263	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000426481	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000409411	known	ENSMUST00000072406	known	CGACAFTENST00000409411	predicted
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000409957	known	ENSMUST00000072406	known	CGACAFTENST00000409411	predicted
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000409936	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000260648	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000409272	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000410081	known	ENSMUST00000171795	known	ENSCAFT00000036803	known
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000378520	known	CGAMUSTENST00000378520	predicted	CGACAFTENST00000378520	predicted
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000378511	known	CGAMUSTENST00000378511	predicted	CGACAFTENST00000378511	predicted
ENSG00000138078	PREPL	prolyl endopeptidase like 	ENSMUSG00000024127	Prepl	prolyl endopeptidase-like 	ENSCAFG00000002543	PREPL	prolyl endopeptidase like 	ENST00000541738	known	ENSMUST00000072406	known	CGACAFTENST00000409411	predicted
ENSG00000119661	DNAL1	dynein axonemal light chain 1 	ENSMUSG00000042523	Dnal1	dynein, axonemal, light chain 1 	ENSCAFG00000016858	DNAL1	dynein axonemal light chain 1 	ENST00000553645	known	ENSMUST00000123491	known	ENSCAFT00000026690	known
ENSG00000119661	DNAL1	dynein axonemal light chain 1 	ENSMUSG00000042523	Dnal1	dynein, axonemal, light chain 1 	ENSCAFG00000016858	DNAL1	dynein axonemal light chain 1 	ENST00000554871	known	ENSMUST00000046340	known	CGACAFTENST00000554871	predicted
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000264312	known	ENSMUST00000031038	known	ENSCAFT00000003155	known
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000396448	known	ENSMUST00000202250	known	CGACAFTENSMUST00000071081	predicted
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000381473	known	ENSMUST00000031038	known	ENSCAFT00000003155	known
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000444354	known	ENSMUST00000200935	known	CGACAFTENST00000444354	predicted
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000508293	known	ENSMUST00000031038	known	ENSCAFT00000003155	known
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000513391	known	ENSMUST00000031038	known	ENSCAFT00000003155	known
ENSG00000109180	OCIAD1	OCIA domain containing 1 	ENSMUSG00000029152	Ociad1	OCIA domain containing 1 	ENSCAFG00000001990	OCIAD1	OCIA domain containing 1 	ENST00000425583	known	ENSMUST00000200935	known	CGACAFTENST00000444354	predicted
ENSG00000183166	CALN1	calneuron 1 	ENSMUSG00000060371	Caln1	calneuron 1 	ENSCAFG00000011106	CALN1	calneuron 1 	ENST00000329008	known	ENSMUST00000111288	known	CGACAFTENSMUST00000111287	predicted
ENSG00000183166	CALN1	calneuron 1 	ENSMUSG00000060371	Caln1	calneuron 1 	ENSCAFG00000011106	CALN1	calneuron 1 	ENST00000395275	known	ENSMUST00000086029	known	ENSCAFT00000017682	known
ENSG00000183166	CALN1	calneuron 1 	ENSMUSG00000060371	Caln1	calneuron 1 	ENSCAFG00000011106	CALN1	calneuron 1 	ENST00000395276	known	ENSMUST00000111288	known	CGACAFTENSMUST00000111287	predicted
ENSG00000183166	CALN1	calneuron 1 	ENSMUSG00000060371	Caln1	calneuron 1 	ENSCAFG00000011106	CALN1	calneuron 1 	ENST00000431984	known	ENSMUST00000111288	known	CGACAFTENSMUST00000111287	predicted
ENSG00000167642	SPINT2	serine peptidase inhibitor, Kunitz type 2 	ENSMUSG00000074227	Spint2	serine protease inhibitor, Kunitz type 2 	ENSCAFG00000005948	SPINT2	serine peptidase inhibitor, Kunitz type 2 	ENST00000301244	known	ENSMUST00000098604	known	ENSCAFT00000009605	known
ENSG00000167642	SPINT2	serine peptidase inhibitor, Kunitz type 2 	ENSMUSG00000074227	Spint2	serine protease inhibitor, Kunitz type 2 	ENSCAFG00000005948	SPINT2	serine peptidase inhibitor, Kunitz type 2 	ENST00000454580	known	ENSMUST00000108236	known	CGACAFTENST00000454580	predicted
ENSG00000123560	PLP1	proteolipid protein 1 	ENSMUSG00000031425	Plp1	proteolipid protein (myelin) 1 	ENSCAFG00000017811	PLP1	proteolipid protein 1 	ENST00000621218	known	ENSMUST00000033800	known	CGACAFTENST00000621218	predicted
ENSG00000123560	PLP1	proteolipid protein 1 	ENSMUSG00000031425	Plp1	proteolipid protein (myelin) 1 	ENSCAFG00000017811	PLP1	proteolipid protein 1 	ENST00000619236	known	ENSMUST00000113085	known	ENSCAFT00000028257	known
ENSG00000123560	PLP1	proteolipid protein 1 	ENSMUSG00000031425	Plp1	proteolipid protein (myelin) 1 	ENSCAFG00000017811	PLP1	proteolipid protein 1 	ENST00000612423	known	ENSMUST00000033800	known	CGACAFTENST00000621218	predicted
ENSG00000182287	AP1S2	adaptor related protein complex 1 subunit sigma 2 	ENSMUSG00000031367	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit 	ENSCAFG00000012215	AP1S2	adaptor related protein complex 1 subunit sigma 2 	ENST00000329235	known	ENSMUST00000033734	known	ENSCAFT00000019414	known
ENSG00000182287	AP1S2	adaptor related protein complex 1 subunit sigma 2 	ENSMUSG00000031367	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit 	ENSCAFG00000012215	AP1S2	adaptor related protein complex 1 subunit sigma 2 	ENST00000545766	known	ENSMUST00000069041	known	CGACAFTENST00000545766	predicted
ENSG00000182287	AP1S2	adaptor related protein complex 1 subunit sigma 2 	ENSMUSG00000031367	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit 	ENSCAFG00000012215	AP1S2	adaptor related protein complex 1 subunit sigma 2 	CGATENSMUST00000112294	predicted	ENSMUST00000112294	known	CGACAFTENSMUST00000112294	predicted
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000374189	known	ENSMUST00000111944	known	CGACAFTENST00000374189	predicted
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000374182	known	ENSMUST00000111945	known	CGACAFTENST00000374182	predicted
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000374179	known	ENSMUST00000111943	known	ENSCAFT00000010587	known
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000374176	known	ENSMUST00000022504	known	CGACAFTENST00000374176	predicted
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000395611	known	ENSMUST00000022504	known	CGACAFTENST00000374176	predicted
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	ENSMUSG00000021936	Mapk8	mitogen-activated protein kinase 8 	ENSCAFG00000006551	MAPK8	mitogen-activated protein kinase 8 	ENST00000360332	known	CGAMUSTENST00000360332	predicted	CGACAFTENST00000360332	predicted
ENSG00000067840	PDZD4	PDZ domain containing 4 	ENSMUSG00000002006	Pdzd4	PDZ domain containing 4 	ENSCAFG00000019290	PDZD4	PDZ domain containing 4 	ENST00000164640	known	CGAMUSTENST00000164640	predicted	ENSCAFT00000030629	known
ENSG00000067840	PDZD4	PDZ domain containing 4 	ENSMUSG00000002006	Pdzd4	PDZ domain containing 4 	ENSCAFG00000019290	PDZD4	PDZ domain containing 4 	ENST00000544474	known	ENSMUST00000114438	known	CGACAFTENST00000544474	predicted
ENSG00000067840	PDZD4	PDZ domain containing 4 	ENSMUSG00000002006	Pdzd4	PDZ domain containing 4 	ENSCAFG00000019290	PDZD4	PDZ domain containing 4 	ENST00000393758	known	ENSMUST00000002080	known	CGACAFTENST00000393758	predicted
ENSG00000149930	TAOK2	TAO kinase 2 	ENSMUSG00000059981	Taok2	TAO kinase 2 	ENSCAFG00000017039	ENSCAFG00000017039	- Gene - NCBI	ENST00000308893	known	CGAMUSTENST00000308893	predicted	ENSCAFT00000026995	known
ENSG00000149930	TAOK2	TAO kinase 2 	ENSMUSG00000059981	Taok2	TAO kinase 2 	ENSCAFG00000017039	ENSCAFG00000017039	- Gene - NCBI	ENST00000543033	known	CGAMUSTENST00000543033	predicted	CGACAFTENST00000543033	predicted
ENSG00000149930	TAOK2	TAO kinase 2 	ENSMUSG00000059981	Taok2	TAO kinase 2 	ENSCAFG00000017039	ENSCAFG00000017039	- Gene - NCBI	ENST00000279394	known	CGAMUSTENST00000279394	predicted	ENSCAFT00000045721	known
ENSG00000149930	TAOK2	TAO kinase 2 	ENSMUSG00000059981	Taok2	TAO kinase 2 	ENSCAFG00000017039	ENSCAFG00000017039	- Gene - NCBI	CGATENSMUST00000071268	predicted	ENSMUST00000071268	known	CGACAFTENSMUST00000071268	predicted
ENSG00000149930	TAOK2	TAO kinase 2 	ENSMUSG00000059981	Taok2	TAO kinase 2 	ENSCAFG00000017039	ENSCAFG00000017039	- Gene - NCBI	CGATENSMUST00000117394	predicted	ENSMUST00000117394	known	CGACAFTENSMUST00000117394	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENST00000532317	known	ENSMUST00000209068	known	CGACAFTENST00000532317	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENST00000526033	known	CGAMUSTENST00000526033	predicted	CGACAFTENST00000526033	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENST00000393346	known	ENSMUST00000208742	known	CGACAFTENST00000393346	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENST00000528398	known	CGAMUSTENST00000528398	predicted	CGACAFTENST00000528398	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	CGATENSCAFT00000044406	predicted	CGAMUSTENSCAFT00000044406	predicted	ENSCAFT00000044406	known
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	CGATENSMUST00000207225	predicted	ENSMUST00000207225	known	CGACAFTENSMUST00000207225	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	CGATENSMUST00000207484	predicted	ENSMUST00000207484	known	CGACAFTENSMUST00000207484	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	CGATENSMUST00000208730	predicted	ENSMUST00000208730	known	CGACAFTENSMUST00000208730	predicted
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein 	ENSMUSG00000039361	Picalm	phosphatidylinositol binding clathrin assembly protein 	ENSCAFG00000004486	PICALM	phosphatidylinositol binding clathrin assembly protein 	CGATENSMUST00000049537	predicted	ENSMUST00000049537	known	CGACAFTENSMUST00000049537	predicted
ENSG00000001167	NFYA	nuclear transcription factor Y subunit alpha 	ENSMUSG00000023994	Nfya	nuclear transcription factor-Y alpha 	ENSCAFG00000001580	NFYA	nuclear transcription factor Y subunit alpha 	ENST00000341376	known	ENSMUST00000046719	known	CGACAFTENST00000341376	predicted
ENSG00000001167	NFYA	nuclear transcription factor Y subunit alpha 	ENSMUSG00000023994	Nfya	nuclear transcription factor-Y alpha 	ENSCAFG00000001580	NFYA	nuclear transcription factor Y subunit alpha 	ENST00000353205	known	ENSMUST00000162460	known	CGACAFTENST00000353205	predicted
ENSG00000001167	NFYA	nuclear transcription factor Y subunit alpha 	ENSMUSG00000023994	Nfya	nuclear transcription factor-Y alpha 	ENSCAFG00000001580	NFYA	nuclear transcription factor Y subunit alpha 	CGATENSMUST00000078800	predicted	ENSMUST00000078800	known	ENSCAFT00000002475	known
ENSG00000001167	NFYA	nuclear transcription factor Y subunit alpha 	ENSMUSG00000023994	Nfya	nuclear transcription factor-Y alpha 	ENSCAFG00000001580	NFYA	nuclear transcription factor Y subunit alpha 	CGATENSMUST00000159063	predicted	ENSMUST00000159063	known	CGACAFTENSMUST00000159063	predicted
ENSG00000126746	ZNF384	zinc finger protein 384 	ENSMUSG00000038346	Zfp384	zinc finger protein 384 	ENSCAFG00000014740	ZNF384	zinc finger protein 384 	ENST00000319770	known	CGAMUSTENST00000319770	predicted	CGACAFTENST00000319770	predicted
ENSG00000126746	ZNF384	zinc finger protein 384 	ENSMUSG00000038346	Zfp384	zinc finger protein 384 	ENSCAFG00000014740	ZNF384	zinc finger protein 384 	ENST00000396801	known	ENSMUST00000084275	known	ENSCAFT00000023420	known
ENSG00000126746	ZNF384	zinc finger protein 384 	ENSMUSG00000038346	Zfp384	zinc finger protein 384 	ENSCAFG00000014740	ZNF384	zinc finger protein 384 	ENST00000361959	known	ENSMUST00000084275	known	ENSCAFT00000023420	known
ENSG00000126746	ZNF384	zinc finger protein 384 	ENSMUSG00000038346	Zfp384	zinc finger protein 384 	ENSCAFG00000014740	ZNF384	zinc finger protein 384 	ENST00000355772	known	CGAMUSTENST00000355772	predicted	CGACAFTENST00000355772	predicted
ENSG00000126746	ZNF384	zinc finger protein 384 	ENSMUSG00000038346	Zfp384	zinc finger protein 384 	ENSCAFG00000014740	ZNF384	zinc finger protein 384 	CGATENSMUST00000112428	predicted	ENSMUST00000046064	known	CGACAFTENSMUST00000112428	predicted
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D 	ENSCAFG00000025045	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENST00000313899	known	ENSMUST00000172361	known	ENSCAFT00000038801	known
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D 	ENSCAFG00000025045	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENST00000353341	known	ENSMUST00000019128	known	CGACAFTENST00000353341	predicted
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D 	ENSCAFG00000025045	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENST00000352301	known	ENSMUST00000112939	known	CGACAFTENST00000352301	predicted
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D 	ENSCAFG00000025045	HNRNPD	heterogeneous nuclear ribonucleoprotein D 	CGATENSMUST00000072750	predicted	ENSMUST00000072750	known	CGACAFTENSMUST00000072750	predicted
ENSG00000083896	YTHDC1	YTH domain containing 1 	ENSMUSG00000035851	Ythdc1	YTH domain containing 1 	ENSCAFG00000002821	YTHDC1	YTH domain containing 1 	ENST00000344157	known	ENSMUST00000120498	known	ENSCAFT00000004512	known
ENSG00000083896	YTHDC1	YTH domain containing 1 	ENSMUSG00000035851	Ythdc1	YTH domain containing 1 	ENSCAFG00000002821	YTHDC1	YTH domain containing 1 	ENST00000355665	known	ENSMUST00000119339	known	CGACAFTENST00000355665	predicted
ENSG00000083896	YTHDC1	YTH domain containing 1 	ENSMUSG00000035851	Ythdc1	YTH domain containing 1 	ENSCAFG00000002821	YTHDC1	YTH domain containing 1 	ENST00000579690	known	ENSMUST00000038384	known	CGACAFTENST00000579690	predicted
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 	ENSCAFG00000011252	LEF1	lymphoid enhancer binding factor 1 	ENST00000265165	known	ENSMUST00000029611	known	ENSCAFT00000017891	known
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 	ENSCAFG00000011252	LEF1	lymphoid enhancer binding factor 1 	ENST00000438313	known	CGAMUSTENST00000438313	predicted	CGACAFTENST00000438313	predicted
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 	ENSCAFG00000011252	LEF1	lymphoid enhancer binding factor 1 	ENST00000510624	known	CGAMUSTENST00000510624	predicted	CGACAFTENST00000510624	predicted
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 	ENSCAFG00000011252	LEF1	lymphoid enhancer binding factor 1 	ENST00000379951	known	ENSMUST00000106341	known	CGACAFTENST00000379951	predicted
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 	ENSCAFG00000011252	LEF1	lymphoid enhancer binding factor 1 	CGATENSMUST00000098611	predicted	ENSMUST00000098611	known	CGACAFTENSMUST00000098611	predicted
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O 	ENSMUSG00000030223	Ptpro	protein tyrosine phosphatase, receptor type, O 	ENSCAFG00000012789	PTPRO	protein tyrosine phosphatase receptor type O 	ENST00000281171	known	ENSMUST00000077115	known	ENSCAFT00000020369	known
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O 	ENSMUSG00000030223	Ptpro	protein tyrosine phosphatase, receptor type, O 	ENSCAFG00000012789	PTPRO	protein tyrosine phosphatase receptor type O 	ENST00000348962	known	ENSMUST00000167679	known	CGACAFTENST00000348962	predicted
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O 	ENSMUSG00000030223	Ptpro	protein tyrosine phosphatase, receptor type, O 	ENSCAFG00000012789	PTPRO	protein tyrosine phosphatase receptor type O 	ENST00000442921	known	ENSMUST00000167002	known	CGACAFTENST00000442921	predicted
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O 	ENSMUSG00000030223	Ptpro	protein tyrosine phosphatase, receptor type, O 	ENSCAFG00000012789	PTPRO	protein tyrosine phosphatase receptor type O 	ENST00000542557	known	ENSMUST00000203914	known	CGACAFTENST00000542557	predicted
